name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
mRNA_3256,scaffold_5,+,95807,97874,96067,97510,1,"95807,","97874,",0,gene_3256,cmpl,cmpl,"0,"
mRNA_3705,scaffold_5,+,1051591,1052253,1051650,1052253,1,"1051591,","1052253,",0,gene_3705,cmpl,cmpl,"0,"
mRNA_3688,scaffold_5,+,1021080,1021764,1021080,1021764,1,"1021080,","1021764,",0,gene_3688,cmpl,cmpl,"0,"
mRNA_3678,scaffold_5,+,1001712,1004478,1001712,1004478,8,"1001712,1001796,1002138,1002341,1003003,1003558,1003807,1004337,","1001732,1002032,1002273,1002965,1003529,1003717,1004276,1004478,",0,gene_3678,cmpl,cmpl,"0,2,1,1,1,2,2,0,"
mRNA_3655,scaffold_5,-,914029,914785,914254,914785,1,"914029,","914785,",0,gene_3655,cmpl,cmpl,"0,"
mRNA_3617,scaffold_5,-,830421,831558,830421,831558,1,"830421,","831558,",0,gene_3617,cmpl,cmpl,"0,"
mRNA_3613,scaffold_5,-,825945,827241,825945,826770,1,"825945,","827241,",0,gene_3613,cmpl,cmpl,"0,"
mRNA_3608,scaffold_5,+,819240,820166,819504,820166,2,"819240,819985,","819935,820166,",0,gene_3608,cmpl,cmpl,"0,2,"
mRNA_3599,scaffold_5,-,803471,803978,803471,803903,1,"803471,","803978,",0,gene_3599,cmpl,cmpl,"0,"
mRNA_3590,scaffold_5,+,788742,790025,788742,789810,1,"788742,","790025,",0,gene_3590,cmpl,cmpl,"0,"
mRNA_3549,scaffold_5,+,716546,717358,716626,717358,1,"716546,","717358,",0,gene_3549,cmpl,cmpl,"0,"
mRNA_3523,scaffold_5,-,660412,661567,660532,661567,1,"660412,","661567,",0,gene_3523,cmpl,cmpl,"0,"
mRNA_3517,scaffold_5,+,646694,650160,646694,650089,3,"646694,646907,647053,","646858,647013,650160,",0,gene_3517,cmpl,cmpl,"0,2,0,"
mRNA_3516,scaffold_5,-,644510,646428,644549,646428,2,"644510,646355,","646321,646428,",0,gene_3516,cmpl,cmpl,"1,0,"
mRNA_3490,scaffold_5,+,601466,602367,601466,602155,2,"601466,601585,","601565,602367,",0,gene_3490,cmpl,cmpl,"0,0,"
mRNA_3253,scaffold_5,+,91002,92006,91184,92006,1,"91002,","92006,",0,gene_3253,cmpl,cmpl,"0,"
mRNA_3229,scaffold_5,+,42499,44455,42499,44200,3,"42499,43436,43662,","43400,43590,44455,",0,gene_3229,cmpl,cmpl,"0,1,2,"
mRNA_3510,scaffold_5,-,636460,637975,636518,637975,4,"636460,636696,637108,637753,","636664,637062,637688,637975,",0,gene_3510,cmpl,cmpl,"1,1,0,0,"
mRNA_3238,scaffold_5,-,61542,63853,61984,63853,1,"61542,","63853,",0,gene_3238,cmpl,cmpl,"0,"
mRNA_3209,scaffold_5,+,3340,5312,3737,5312,1,"3340,","5312,",0,gene_3209,cmpl,cmpl,"0,"
mRNA_3683,scaffold_5,-,1014169,1015390,1014169,1015390,2,"1014169,1015373,","1015346,1015390,",0,gene_3683,cmpl,cmpl,"2,0,"
mRNA_3677,scaffold_5,-,998595,999855,998595,999855,3,"998595,999463,999747,","999416,999674,999855,",0,gene_3677,cmpl,cmpl,"1,0,0,"
mRNA_3670,scaffold_5,-,940619,942480,940619,942480,2,"940619,942436,","942006,942480,",0,gene_3670,cmpl,cmpl,"2,0,"
mRNA_3606,scaffold_5,-,816110,817493,816110,817493,4,"816110,816174,816304,816671,","816148,816208,816631,817493,",0,gene_3606,cmpl,cmpl,"1,0,0,0,"
mRNA_3603,scaffold_5,-,807830,808820,807830,808820,1,"807830,","808820,",0,gene_3603,cmpl,cmpl,"0,"
mRNA_3585,scaffold_5,+,782315,783593,782315,783593,1,"782315,","783593,",0,gene_3585,cmpl,cmpl,"0,"
mRNA_3579,scaffold_5,-,773249,774635,773249,774635,2,"773249,774631,","774445,774635,",0,gene_3579,cmpl,cmpl,"1,0,"
mRNA_3556,scaffold_5,-,727296,731542,727296,731542,2,"727296,730914,","729407,731542,",0,gene_3556,cmpl,cmpl,"1,0,"
mRNA_3512,scaffold_5,+,639372,640598,639372,640598,3,"639372,639781,639956,","639455,639935,640598,",0,gene_3512,cmpl,cmpl,"0,2,0,"
mRNA_3508,scaffold_5,-,633649,634661,633649,634661,3,"633649,634059,634656,","634033,634378,634661,",0,gene_3508,cmpl,cmpl,"0,2,0,"
mRNA_3488,scaffold_5,-,594191,597704,594191,597704,13,"594191,595060,595124,595288,595423,595484,595828,595874,595982,596045,596125,596253,596821,","595039,595100,595264,595402,595463,595795,595847,595958,596024,596104,596223,596785,597704,",0,gene_3488,cmpl,cmpl,"1,0,1,1,0,1,0,0,0,1,2,1,0,"
mRNA_3448,scaffold_5,-,504632,507032,504632,507032,3,"504632,504886,506782,","504751,506707,507032,",0,gene_3448,cmpl,cmpl,"1,1,0,"
mRNA_3442,scaffold_5,-,492830,495277,492830,495277,3,"492830,494044,495223,","494020,495062,495277,",0,gene_3442,cmpl,cmpl,"1,0,0,"
mRNA_3439,scaffold_5,-,486139,487217,486139,487217,2,"486139,486301,","486270,487217,",0,gene_3439,cmpl,cmpl,"1,0,"
mRNA_3398,scaffold_5,-,404970,406416,404970,406416,1,"404970,","406416,",0,gene_3398,cmpl,cmpl,"0,"
mRNA_3351,scaffold_5,+,310993,311728,310993,311728,1,"310993,","311728,",0,gene_3351,cmpl,cmpl,"0,"
mRNA_3394,scaffold_5,-,396463,397333,396463,397333,1,"396463,","397333,",0,gene_3394,cmpl,cmpl,"0,"
mRNA_3382,scaffold_5,-,370305,370695,370305,370695,1,"370305,","370695,",0,gene_3382,cmpl,cmpl,"0,"
mRNA_3359,scaffold_5,-,321943,324298,321943,324298,2,"321943,323379,","323109,324298,",0,gene_3359,cmpl,cmpl,"1,0,"
mRNA_3355,scaffold_5,-,317135,317538,317135,317538,2,"317135,317497,","317427,317538,",0,gene_3355,cmpl,cmpl,"2,0,"
mRNA_3277,scaffold_5,-,136100,136926,136100,136926,2,"136100,136922,","136585,136926,",0,gene_3277,cmpl,cmpl,"1,0,"
mRNA_3254,scaffold_5,+,92150,93425,92150,93425,1,"92150,","93425,",0,gene_3254,cmpl,cmpl,"0,"
mRNA_3244,scaffold_5,-,76443,77175,76443,77175,1,"76443,","77175,",0,gene_3244,cmpl,cmpl,"0,"
mRNA_3212,scaffold_5,+,10579,12124,10579,12124,1,"10579,","12124,",0,gene_3212,cmpl,cmpl,"0,"
mRNA_3737,scaffold_5,-,1110864,1111602,1110864,1111602,1,"1110864,","1111602,",0,gene_3737,cmpl,cmpl,"0,"
mRNA_3714,scaffold_5,-,1067578,1069147,1067578,1069147,1,"1067578,","1069147,",0,gene_3714,cmpl,cmpl,"0,"
mRNA_3652,scaffold_5,+,907510,908362,907510,908362,1,"907510,","908362,",0,gene_3652,cmpl,cmpl,"0,"
mRNA_3650,scaffold_5,-,904347,905181,904347,905181,1,"904347,","905181,",0,gene_3650,cmpl,cmpl,"0,"
mRNA_3645,scaffold_5,+,897461,898694,897461,898694,1,"897461,","898694,",0,gene_3645,cmpl,cmpl,"0,"
mRNA_3644,scaffold_5,+,893787,894825,893787,894825,1,"893787,","894825,",0,gene_3644,cmpl,cmpl,"0,"
mRNA_3639,scaffold_5,-,881184,881913,881184,881913,1,"881184,","881913,",0,gene_3639,cmpl,cmpl,"0,"
mRNA_3637,scaffold_5,-,877019,878963,877019,878963,1,"877019,","878963,",0,gene_3637,cmpl,cmpl,"0,"
mRNA_3633,scaffold_5,+,867307,869041,867307,869041,2,"867307,868918,","868522,869041,",0,gene_3633,cmpl,cmpl,"0,0,"
mRNA_3628,scaffold_5,-,855624,857223,855624,857223,1,"855624,","857223,",0,gene_3628,cmpl,cmpl,"0,"
mRNA_3623,scaffold_5,+,847681,849193,847681,849193,1,"847681,","849193,",0,gene_3623,cmpl,cmpl,"0,"
mRNA_3604,scaffold_5,+,809283,813999,809283,813999,6,"809283,809907,810996,811999,812833,813622,","809811,810865,811976,812738,813523,813999,",0,gene_3604,cmpl,cmpl,"0,0,1,0,1,1,"
mRNA_3594,scaffold_5,-,795939,797085,795939,797085,1,"795939,","797085,",0,gene_3594,cmpl,cmpl,"0,"
mRNA_3589,scaffold_5,+,787575,788688,787575,788688,1,"787575,","788688,",0,gene_3589,cmpl,cmpl,"0,"
mRNA_3577,scaffold_5,+,767903,769508,767903,769508,1,"767903,","769508,",0,gene_3577,cmpl,cmpl,"0,"
mRNA_3565,scaffold_5,-,745555,746737,745555,746737,1,"745555,","746737,",0,gene_3565,cmpl,cmpl,"0,"
mRNA_3563,scaffold_5,-,743217,743988,743217,743988,1,"743217,","743988,",0,gene_3563,cmpl,cmpl,"0,"
mRNA_3562,scaffold_5,+,741663,743022,741663,743022,2,"741663,741828,","741672,743022,",0,gene_3562,cmpl,cmpl,"0,0,"
mRNA_3552,scaffold_5,-,720008,722936,720008,722936,1,"720008,","722936,",0,gene_3552,cmpl,cmpl,"0,"
mRNA_3520,scaffold_5,+,653982,655212,653982,655212,1,"653982,","655212,",0,gene_3520,cmpl,cmpl,"0,"
mRNA_3504,scaffold_5,-,628018,629296,628018,629296,1,"628018,","629296,",0,gene_3504,cmpl,cmpl,"0,"
mRNA_3493,scaffold_5,-,606189,608110,606189,608110,2,"606189,606652,","606618,608110,",0,gene_3493,cmpl,cmpl,"0,0,"
mRNA_3457,scaffold_5,+,523340,524312,523340,524312,1,"523340,","524312,",0,gene_3457,cmpl,cmpl,"0,"
mRNA_3421,scaffold_5,-,450364,451251,450364,451251,2,"450364,450429,","450376,451251,",0,gene_3421,cmpl,cmpl,"0,0,"
mRNA_3391,scaffold_5,+,393754,394429,393754,394429,1,"393754,","394429,",0,gene_3391,cmpl,cmpl,"0,"
mRNA_3389,scaffold_5,+,383703,384288,383703,384288,1,"383703,","384288,",0,gene_3389,cmpl,cmpl,"0,"
mRNA_3387,scaffold_5,-,377711,379469,377711,379469,2,"377711,379448,","379013,379469,",0,gene_3387,cmpl,cmpl,"0,0,"
mRNA_3364,scaffold_5,+,333492,335304,333492,335304,1,"333492,","335304,",0,gene_3364,cmpl,cmpl,"0,"
mRNA_3339,scaffold_5,+,280878,282246,280878,282246,1,"280878,","282246,",0,gene_3339,cmpl,cmpl,"0,"
mRNA_3324,scaffold_5,+,234959,236525,234959,236525,1,"234959,","236525,",0,gene_3324,cmpl,cmpl,"0,"
mRNA_3313,scaffold_5,-,209442,211524,209442,211524,1,"209442,","211524,",0,gene_3313,cmpl,cmpl,"0,"
mRNA_3304,scaffold_5,+,190667,191708,190667,191708,1,"190667,","191708,",0,gene_3304,cmpl,cmpl,"0,"
mRNA_3301,scaffold_5,-,183517,184834,183517,184834,1,"183517,","184834,",0,gene_3301,cmpl,cmpl,"0,"
mRNA_3292,scaffold_5,+,166230,167934,166230,167934,1,"166230,","167934,",0,gene_3292,cmpl,cmpl,"0,"
mRNA_3286,scaffold_5,-,153862,156787,153862,156787,1,"153862,","156787,",0,gene_3286,cmpl,cmpl,"0,"
mRNA_3267,scaffold_5,-,119741,120422,119741,120422,1,"119741,","120422,",0,gene_3267,cmpl,cmpl,"0,"
mRNA_3266,scaffold_5,+,116319,117696,116319,117696,1,"116319,","117696,",0,gene_3266,cmpl,cmpl,"0,"
mRNA_3252,scaffold_5,+,89422,90622,89422,90622,1,"89422,","90622,",0,gene_3252,cmpl,cmpl,"0,"
mRNA_3240,scaffold_5,+,66027,68451,66027,68451,1,"66027,","68451,",0,gene_3240,cmpl,cmpl,"0,"
mRNA_3226,scaffold_5,-,36187,37659,36187,37659,2,"36187,37638,","37543,37659,",0,gene_3226,cmpl,cmpl,"0,0,"
mRNA_3213,scaffold_5,-,12231,13776,12231,13776,1,"12231,","13776,",0,gene_3213,cmpl,cmpl,"0,"
mRNA_3211,scaffold_5,+,8426,10007,8426,10007,1,"8426,","10007,",0,gene_3211,cmpl,cmpl,"0,"
mRNA_3738,scaffold_5,-,1111905,1115175,1111905,1115175,1,"1111905,","1115175,",0,gene_3738,cmpl,cmpl,"0,"
mRNA_3726,scaffold_5,+,1095497,1096763,1095497,1096763,1,"1095497,","1096763,",0,gene_3726,cmpl,cmpl,"0,"
mRNA_3699,scaffold_5,-,1042745,1044038,1042745,1044038,1,"1042745,","1044038,",0,gene_3699,cmpl,cmpl,"0,"
mRNA_3695,scaffold_5,-,1030639,1031824,1030639,1031824,1,"1030639,","1031824,",0,gene_3695,cmpl,cmpl,"0,"
mRNA_3671,scaffold_5,-,943666,944332,943666,944332,1,"943666,","944332,",0,gene_3671,cmpl,cmpl,"0,"
mRNA_3669,scaffold_5,-,938879,940241,938879,940241,1,"938879,","940241,",0,gene_3669,cmpl,cmpl,"0,"
mRNA_3643,scaffold_5,-,891459,893448,891459,893448,2,"891459,892724,","892610,893448,",0,gene_3643,cmpl,cmpl,"1,0,"
mRNA_3631,scaffold_5,-,863309,865856,863309,865856,1,"863309,","865856,",0,gene_3631,cmpl,cmpl,"0,"
mRNA_3625,scaffold_5,-,851275,852352,851275,852352,1,"851275,","852352,",0,gene_3625,cmpl,cmpl,"0,"
mRNA_3591,scaffold_5,-,789962,791924,789962,791924,1,"789962,","791924,",0,gene_3591,cmpl,cmpl,"0,"
mRNA_3588,scaffold_5,+,785495,787403,785495,787403,1,"785495,","787403,",0,gene_3588,cmpl,cmpl,"0,"
mRNA_3575,scaffold_5,+,764138,766316,764138,766316,2,"764138,764777,","764663,766316,",0,gene_3575,cmpl,cmpl,"0,0,"
mRNA_3574,scaffold_5,+,763368,763863,763368,763863,1,"763368,","763863,",0,gene_3574,cmpl,cmpl,"0,"
mRNA_3554,scaffold_5,-,724469,724784,724469,724784,1,"724469,","724784,",0,gene_3554,cmpl,cmpl,"0,"
mRNA_3551,scaffold_5,+,718659,719913,718659,719913,1,"718659,","719913,",0,gene_3551,cmpl,cmpl,"0,"
mRNA_3521,scaffold_5,-,656205,658638,656205,658638,1,"656205,","658638,",0,gene_3521,cmpl,cmpl,"0,"
mRNA_3515,scaffold_5,+,643945,644472,643945,644472,2,"643945,644033,","643995,644472,",0,gene_3515,cmpl,cmpl,"0,2,"
mRNA_3507,scaffold_5,+,632393,633194,632393,633194,3,"632393,632534,632675,","632486,632648,633194,",0,gene_3507,cmpl,cmpl,"0,0,0,"
mRNA_3484,scaffold_5,-,587101,588346,587101,588346,1,"587101,","588346,",0,gene_3484,cmpl,cmpl,"0,"
mRNA_3441,scaffold_5,+,491779,492718,491779,492718,1,"491779,","492718,",0,gene_3441,cmpl,cmpl,"0,"
mRNA_3438,scaffold_5,+,485043,486018,485043,486018,1,"485043,","486018,",0,gene_3438,cmpl,cmpl,"0,"
mRNA_3436,scaffold_5,+,478607,481843,478607,481843,3,"478607,478754,479225,","478706,479196,481843,",0,gene_3436,cmpl,cmpl,"0,0,1,"
mRNA_3431,scaffold_5,-,472536,473175,472536,473175,3,"472536,472628,473012,","472548,472993,473175,",0,gene_3431,cmpl,cmpl,"0,1,0,"
mRNA_3388,scaffold_5,-,380668,383302,380668,383302,1,"380668,","383302,",0,gene_3388,cmpl,cmpl,"0,"
mRNA_3379,scaffold_5,-,365861,366865,365861,366865,2,"365861,366862,","366749,366865,",0,gene_3379,cmpl,cmpl,"0,0,"
mRNA_3378,scaffold_5,+,364997,365606,364997,365606,1,"364997,","365606,",0,gene_3378,cmpl,cmpl,"0,"
mRNA_3373,scaffold_5,+,354993,355593,354993,355593,1,"354993,","355593,",0,gene_3373,cmpl,cmpl,"0,"
mRNA_3368,scaffold_5,-,347073,347442,347073,347442,1,"347073,","347442,",0,gene_3368,cmpl,cmpl,"0,"
mRNA_3362,scaffold_5,+,331881,333048,331881,333048,1,"331881,","333048,",0,gene_3362,cmpl,cmpl,"0,"
mRNA_3361,scaffold_5,-,326611,330286,326611,330286,1,"326611,","330286,",0,gene_3361,cmpl,cmpl,"0,"
mRNA_3338,scaffold_5,+,280261,280606,280261,280606,1,"280261,","280606,",0,gene_3338,cmpl,cmpl,"0,"
mRNA_3322,scaffold_5,+,231241,232691,231241,232691,2,"231241,232670,","232648,232691,",0,gene_3322,cmpl,cmpl,"0,0,"
mRNA_3299,scaffold_5,-,181513,182527,181513,182527,1,"181513,","182527,",0,gene_3299,cmpl,cmpl,"0,"
mRNA_3283,scaffold_5,+,146657,147794,146657,147794,1,"146657,","147794,",0,gene_3283,cmpl,cmpl,"0,"
mRNA_3278,scaffold_5,-,137480,140180,137480,140180,1,"137480,","140180,",0,gene_3278,cmpl,cmpl,"0,"
mRNA_3273,scaffold_5,-,132739,133567,132739,133567,1,"132739,","133567,",0,gene_3273,cmpl,cmpl,"0,"
mRNA_3264,scaffold_5,+,114322,115279,114322,115279,1,"114322,","115279,",0,gene_3264,cmpl,cmpl,"0,"
mRNA_3742,scaffold_5,-,1129640,1130815,1130067,1130737,4,"1129640,1130135,1130382,1130545,","1130100,1130275,1130503,1130815,",0,gene_3742,cmpl,cmpl,"0,1,0,0,"
mRNA_3740,scaffold_5,+,1123823,1125798,1123885,1125798,4,"1123823,1125038,1125373,1125514,","1124918,1125321,1125476,1125798,",0,gene_3740,cmpl,cmpl,"0,1,2,0,"
mRNA_3736,scaffold_5,-,1109536,1110360,1109595,1110240,1,"1109536,","1110360,",0,gene_3736,cmpl,cmpl,"0,"
mRNA_3734,scaffold_5,-,1106368,1108661,1106614,1108543,1,"1106368,","1108661,",0,gene_3734,cmpl,cmpl,"0,"
mRNA_3733,scaffold_5,-,1104904,1106434,1105273,1106217,2,"1104904,1106134,","1106122,1106434,",0,gene_3733,cmpl,cmpl,"2,0,"
mRNA_3729,scaffold_5,+,1099461,1100181,1099769,1099970,1,"1099461,","1100181,",0,gene_3729,cmpl,cmpl,"0,"
mRNA_3728,scaffold_5,-,1098878,1099483,1099088,1099442,1,"1098878,","1099483,",0,gene_3728,cmpl,cmpl,"0,"
mRNA_3719,scaffold_5,+,1078940,1080768,1079051,1080632,1,"1078940,","1080768,",0,gene_3719,cmpl,cmpl,"0,"
mRNA_3712,scaffold_5,+,1065245,1066974,1065639,1066704,1,"1065245,","1066974,",0,gene_3712,cmpl,cmpl,"0,"
mRNA_3703,scaffold_5,-,1047103,1048465,1047289,1048396,1,"1047103,","1048465,",0,gene_3703,cmpl,cmpl,"0,"
mRNA_3702,scaffold_5,+,1045939,1047245,1046167,1047139,1,"1045939,","1047245,",0,gene_3702,cmpl,cmpl,"0,"
mRNA_3697,scaffold_5,+,1032518,1034791,1032632,1034594,1,"1032518,","1034791,",0,gene_3697,cmpl,cmpl,"0,"
mRNA_3696,scaffold_5,+,1031885,1032515,1032072,1032381,2,"1031885,1032183,","1032075,1032515,",0,gene_3696,cmpl,cmpl,"0,0,"
mRNA_3687,scaffold_5,-,1019025,1020917,1019483,1020914,1,"1019025,","1020917,",0,gene_3687,cmpl,cmpl,"0,"
mRNA_3686,scaffold_5,-,1018010,1019048,1018143,1018993,2,"1018010,1018944,","1018538,1019048,",0,gene_3686,cmpl,cmpl,"1,0,"
mRNA_3681,scaffold_5,-,1008972,1010134,1009072,1009912,1,"1008972,","1010134,",0,gene_3681,cmpl,cmpl,"0,"
mRNA_3680,scaffold_5,+,1007042,1008972,1007233,1008841,1,"1007042,","1008972,",0,gene_3680,cmpl,cmpl,"0,"
mRNA_3661,scaffold_5,+,920548,924773,920671,924628,1,"920548,","924773,",0,gene_3661,cmpl,cmpl,"0,"
mRNA_3660,scaffold_5,+,918951,920441,919279,920266,2,"918951,919079,","919044,920441,",0,gene_3660,cmpl,cmpl,"-1,0,"
mRNA_3659,scaffold_5,+,918367,919027,918490,918882,2,"918367,918990,","918963,919027,",0,gene_3659,cmpl,cmpl,"0,-1,"
mRNA_3658,scaffold_5,-,917393,918553,917512,918454,1,"917393,","918553,",0,gene_3658,cmpl,cmpl,"0,"
mRNA_3654,scaffold_5,+,909653,913980,910012,913861,1,"909653,","913980,",0,gene_3654,cmpl,cmpl,"0,"
mRNA_3651,scaffold_5,-,905424,907283,905551,907000,1,"905424,","907283,",0,gene_3651,cmpl,cmpl,"0,"
mRNA_3647,scaffold_5,-,900968,902148,901424,901895,1,"900968,","902148,",0,gene_3647,cmpl,cmpl,"0,"
mRNA_3646,scaffold_5,-,898689,900913,899030,900617,1,"898689,","900913,",0,gene_3646,cmpl,cmpl,"0,"
mRNA_3629,scaffold_5,-,857500,860009,857631,859740,1,"857500,","860009,",0,gene_3629,cmpl,cmpl,"0,"
mRNA_3620,scaffold_5,-,836792,838036,837121,838015,1,"836792,","838036,",0,gene_3620,cmpl,cmpl,"0,"
mRNA_3610,scaffold_5,+,821827,822438,822061,822337,1,"821827,","822438,",0,gene_3610,cmpl,cmpl,"0,"
mRNA_3596,scaffold_5,-,799870,800760,799894,800725,1,"799870,","800760,",0,gene_3596,cmpl,cmpl,"0,"
mRNA_3587,scaffold_5,-,784875,785419,784960,785152,1,"784875,","785419,",0,gene_3587,cmpl,cmpl,"0,"
mRNA_3582,scaffold_5,+,777000,777915,777351,777747,1,"777000,","777915,",0,gene_3582,cmpl,cmpl,"0,"
mRNA_3581,scaffold_5,+,775489,777095,775712,776741,2,"775489,776557,","776455,777095,",0,gene_3581,cmpl,cmpl,"0,2,"
mRNA_3576,scaffold_5,-,766344,767409,766350,767295,1,"766344,","767409,",0,gene_3576,cmpl,cmpl,"0,"
mRNA_3559,scaffold_5,+,735340,736717,735401,736658,1,"735340,","736717,",0,gene_3559,cmpl,cmpl,"0,"
mRNA_3548,scaffold_5,+,714854,716463,715158,716265,1,"714854,","716463,",0,gene_3548,cmpl,cmpl,"0,"
mRNA_3543,scaffold_5,-,702299,703570,702528,703503,1,"702299,","703570,",0,gene_3543,cmpl,cmpl,"0,"
mRNA_3527,scaffold_5,+,671048,673242,671207,673085,1,"671048,","673242,",0,gene_3527,cmpl,cmpl,"0,"
mRNA_3509,scaffold_5,+,634817,636460,635254,636457,1,"634817,","636460,",0,gene_3509,cmpl,cmpl,"0,"
mRNA_3503,scaffold_5,-,627272,627808,627280,627775,1,"627272,","627808,",0,gene_3503,cmpl,cmpl,"0,"
mRNA_3502,scaffold_5,+,624813,627272,624871,627190,1,"624813,","627272,",0,gene_3502,cmpl,cmpl,"0,"
mRNA_3501,scaffold_5,+,623024,624705,623068,624625,1,"623024,","624705,",0,gene_3501,cmpl,cmpl,"0,"
mRNA_3500,scaffold_5,+,622360,623234,622468,622891,1,"622360,","623234,",0,gene_3500,cmpl,cmpl,"0,"
mRNA_3499,scaffold_5,-,620685,621914,621021,621789,1,"620685,","621914,",0,gene_3499,cmpl,cmpl,"0,"
mRNA_3496,scaffold_5,+,614263,615607,614297,615524,1,"614263,","615607,",0,gene_3496,cmpl,cmpl,"0,"
mRNA_3489,scaffold_5,+,597917,599685,597956,599685,4,"597917,598439,599237,599463,","598419,599173,599426,599685,",0,gene_3489,cmpl,cmpl,"0,1,0,0,"
mRNA_3485,scaffold_5,+,588811,591219,589116,591033,1,"588811,","591219,",0,gene_3485,cmpl,cmpl,"0,"
mRNA_3482,scaffold_5,+,583788,584942,583929,584937,1,"583788,","584942,",0,gene_3482,cmpl,cmpl,"0,"
mRNA_3474,scaffold_5,+,565995,567260,566355,566880,2,"565995,566056,","566023,567260,",0,gene_3474,cmpl,cmpl,"-1,0,"
mRNA_3471,scaffold_5,+,559896,561128,560056,561112,1,"559896,","561128,",0,gene_3471,cmpl,cmpl,"0,"
mRNA_3470,scaffold_5,-,558533,559967,558707,559526,1,"558533,","559967,",0,gene_3470,cmpl,cmpl,"0,"
mRNA_3460,scaffold_5,-,528412,529396,528508,529323,2,"528412,529304,","528813,529396,",0,gene_3460,cmpl,cmpl,"1,0,"
mRNA_3454,scaffold_5,-,517001,518241,517035,517974,1,"517001,","518241,",0,gene_3454,cmpl,cmpl,"0,"
mRNA_3453,scaffold_5,+,515948,516864,516030,516690,1,"515948,","516864,",0,gene_3453,cmpl,cmpl,"0,"
mRNA_3444,scaffold_5,+,497046,501055,497174,500966,1,"497046,","501055,",0,gene_3444,cmpl,cmpl,"0,"
mRNA_3443,scaffold_5,-,495230,497044,495518,496943,1,"495230,","497044,",0,gene_3443,cmpl,cmpl,"0,"
mRNA_3437,scaffold_5,+,482720,483245,482735,483245,3,"482720,482856,483101,","482837,482949,483245,",0,gene_3437,cmpl,cmpl,"0,0,0,"
mRNA_3429,scaffold_5,+,467781,468628,467932,468520,1,"467781,","468628,",0,gene_3429,cmpl,cmpl,"0,"
mRNA_3419,scaffold_5,-,447101,448874,447175,448759,1,"447101,","448874,",0,gene_3419,cmpl,cmpl,"0,"
mRNA_3414,scaffold_5,-,439435,441534,439752,441306,2,"439435,439642,","439614,441534,",0,gene_3414,cmpl,cmpl,"-1,0,"
mRNA_3413,scaffold_5,-,438295,439589,438793,439348,1,"438295,","439589,",0,gene_3413,cmpl,cmpl,"0,"
mRNA_3412,scaffold_5,-,437745,438145,437879,438128,1,"437745,","438145,",0,gene_3412,cmpl,cmpl,"0,"
mRNA_3405,scaffold_5,-,421517,422199,421525,421924,1,"421517,","422199,",0,gene_3405,cmpl,cmpl,"0,"
mRNA_3377,scaffold_5,+,358847,364858,359001,364779,1,"358847,","364858,",0,gene_3377,cmpl,cmpl,"0,"
mRNA_3375,scaffold_5,-,356604,357321,356724,357093,1,"356604,","357321,",0,gene_3375,cmpl,cmpl,"0,"
mRNA_3372,scaffold_5,-,352231,354224,352290,354131,2,"352231,353816,","353798,354224,",0,gene_3372,cmpl,cmpl,"0,0,"
mRNA_3371,scaffold_5,+,350866,351779,351031,351712,1,"350866,","351779,",0,gene_3371,cmpl,cmpl,"0,"
mRNA_3366,scaffold_5,-,342610,344584,342610,344463,5,"342610,342670,343084,343282,344437,","342615,343054,343259,344348,344584,",0,gene_3366,cmpl,cmpl,"1,1,0,2,0,"
mRNA_3365,scaffold_5,+,336581,340273,336753,340273,8,"336581,337739,338534,338911,339148,339204,339410,340105,","337583,338385,338816,339069,339185,339295,340079,340273,",0,gene_3365,cmpl,cmpl,"0,2,0,0,2,0,1,1,"
mRNA_3363,scaffold_5,+,333097,333446,333154,333438,1,"333097,","333446,",0,gene_3363,cmpl,cmpl,"0,"
mRNA_3360,scaffold_5,-,324440,326219,324665,325898,1,"324440,","326219,",0,gene_3360,cmpl,cmpl,"0,"
mRNA_3348,scaffold_5,+,298322,299823,298499,299540,1,"298322,","299823,",0,gene_3348,cmpl,cmpl,"0,"
mRNA_3347,scaffold_5,-,297114,298340,297234,298305,1,"297114,","298340,",0,gene_3347,cmpl,cmpl,"0,"
mRNA_3346,scaffold_5,-,295321,297114,295600,297004,1,"295321,","297114,",0,gene_3346,cmpl,cmpl,"0,"
mRNA_3342,scaffold_5,+,288819,290412,288876,290310,1,"288819,","290412,",0,gene_3342,cmpl,cmpl,"0,"
mRNA_3327,scaffold_5,-,240873,241876,241034,241687,2,"240873,241428,","241384,241876,",0,gene_3327,cmpl,cmpl,"1,0,"
mRNA_3325,scaffold_5,-,237149,237861,237251,237692,1,"237149,","237861,",0,gene_3325,cmpl,cmpl,"0,"
mRNA_3310,scaffold_5,-,201901,203137,202158,203037,2,"201901,203034,","202518,203137,",0,gene_3310,cmpl,cmpl,"0,0,"
mRNA_3309,scaffold_5,-,198523,201901,198623,201842,1,"198523,","201901,",0,gene_3309,cmpl,cmpl,"0,"
mRNA_3305,scaffold_5,+,192697,194481,193024,194071,1,"192697,","194481,",0,gene_3305,cmpl,cmpl,"0,"
mRNA_3300,scaffold_5,+,182800,183333,182827,183142,1,"182800,","183333,",0,gene_3300,cmpl,cmpl,"0,"
mRNA_3297,scaffold_5,-,177108,177584,177189,177555,1,"177108,","177584,",0,gene_3297,cmpl,cmpl,"0,"
